lemmas	text	sentence_num	index_of_token_sent	tags
.	.	2013Podarok_dlya_vsekh.xml_111	17	None
если	Если	2013Putin_idet_na_ty.xml_36	1	None
все	все	2013Putin_idet_na_ty.xml_36	2	None
быть	будет	2013Putin_idet_na_ty.xml_36	3	None
как	как	2013Putin_idet_na_ty.xml_36	4	None
обычно	обычно	2013Putin_idet_na_ty.xml_36	5	None
,	,	2013Putin_idet_na_ty.xml_36	6	None
то	то	2013Putin_idet_na_ty.xml_36	7	None
первый	первый	2013Putin_idet_na_ty.xml_36	8	None
месяц	месяц	2013Putin_idet_na_ty.xml_36	9	None
быть	будем	2013Putin_idet_na_ty.xml_36	10	None
спорить	спорить	2013Putin_idet_na_ty.xml_36	11	None
о	о	2013Putin_idet_na_ty.xml_36	12	None
то	том	2013Putin_idet_na_ty.xml_36	13	None
,	,	2013Putin_idet_na_ty.xml_36	14	None
нужный	нужно	2013Putin_idet_na_ty.xml_36	15	None
ли	ли	2013Putin_idet_na_ty.xml_36	16	None
участвовать	участвовать	2013Putin_idet_na_ty.xml_36	17	None
в	в	2013Putin_idet_na_ty.xml_36	18	None
выборы	выборах	2013Putin_idet_na_ty.xml_36	19	None
или	или	2013Putin_idet_na_ty.xml_36	20	None
бойкотировать	бойкотировать	2013Putin_idet_na_ty.xml_36	21	None
они	их	2013Putin_idet_na_ty.xml_36	22	None
.	.	2013Putin_idet_na_ty.xml_36	23	None
это	Это	2013Rossiya_na_evropeiskom_fone.xml_171	1	None
гораздо	гораздо	2013Rossiya_na_evropeiskom_fone.xml_171	2	None
более	более	2013Rossiya_na_evropeiskom_fone.xml_171	3	None
сложный	сложная	2013Rossiya_na_evropeiskom_fone.xml_171	4	None
картина	картина	2013Rossiya_na_evropeiskom_fone.xml_171	5	None
действительность	действительности	2013Rossiya_na_evropeiskom_fone.xml_171	6	None
.	.	2013Rossiya_na_evropeiskom_fone.xml_171	7	None
советский	Советские	2013Stalingrad.xml_149	1	None
боец	бойцы	2013Stalingrad.xml_149	2	None
отразить	отразили	2013Stalingrad.xml_149	3	None
и	и	2013Stalingrad.xml_149	4	None
этот	этот	2013Stalingrad.xml_149	5	None
удар	удар	2013Stalingrad.xml_149	6	None
.	.	2013Stalingrad.xml_149	7	None
новый	Новая	2013Stalingrad.xml_183	1	None
тактика	тактика	2013Stalingrad.xml_183	2	None
:	:	2013Stalingrad.xml_183	3	None
война	война	2013Stalingrad.xml_183	4	None
в	в	2013Stalingrad.xml_183	5	None
руина	руинах	2013Stalingrad.xml_183	6	None
.	.	2013Stalingrad.xml_183	7	None
чтобы	Чтобы	2013Uchebnik_istorii.xml_37	1	None
создать	создать	2013Uchebnik_istorii.xml_37	2	None
или	или	2013Uchebnik_istorii.xml_37	3	None
сохранить	сохранить	2013Uchebnik_istorii.xml_37	4	None
мощный	мощное	2013Uchebnik_istorii.xml_37	5	None
государство	государство	2013Uchebnik_istorii.xml_37	6	None
.	.	2013Uchebnik_istorii.xml_37	7	None
""""	""""	2014Chto_budet_posle.xml_47	1	content
сегодня	Сегодня	2014Chto_budet_posle.xml_47	2	content
все	все	2014Chto_budet_posle.xml_47	3	content
больше	больше	2014Chto_budet_posle.xml_47	4	content
и	и	2014Chto_budet_posle.xml_47	5	content
больше	больше	2014Chto_budet_posle.xml_47	6	content
неангажированный	неангажированных	2014Chto_budet_posle.xml_47	7	content
российский	российских	2014Chto_budet_posle.xml_47	8	content
ученый	ученых	2014Chto_budet_posle.xml_47	9	content
приходить	приходят	2014Chto_budet_posle.xml_47	10	content
к	к	2014Chto_budet_posle.xml_47	11	content
вывод	выводу	2014Chto_budet_posle.xml_47	12	content
,	,	2014Chto_budet_posle.xml_47	13	content
что	что	2014Chto_budet_posle.xml_47	14	content
в	в	2014Chto_budet_posle.xml_47	15	content
советский	советский	2014Chto_budet_posle.xml_47	16	content
период	период	2014Chto_budet_posle.xml_47	17	content
отечественный	отечественной	2014Chto_budet_posle.xml_47	18	content
история	истории	2014Chto_budet_posle.xml_47	19	content
в	в	2014Chto_budet_posle.xml_47	20	content
СССР	СССР	2014Chto_budet_posle.xml_47	21	content
быть	были	2014Chto_budet_posle.xml_47	22	content
заложить	заложены	2014Chto_budet_posle.xml_47	23	content
основа	основы	2014Chto_budet_posle.xml_47	24	content
принципиально	принципиально	2014Chto_budet_posle.xml_47	25	content
новый	новой	2014Chto_budet_posle.xml_47	26	content
цивилизационный	цивилизационной	2014Chto_budet_posle.xml_47	27	content
система	системы	2014Chto_budet_posle.xml_47	28	content
""""	""""	2014Chto_budet_posle.xml_47	29	content
-	-	2014Chto_budet_posle.xml_47	30	None
писать	пишет	2014Chto_budet_posle.xml_47	31	cue
Анатолий	Анатолий	2014Chto_budet_posle.xml_47	32	None
Шендрик	Шендрик	2014Chto_budet_posle.xml_47	33	None
.	.	2014Chto_budet_posle.xml_47	34	None
он	Он	2014Chto_budet_posle.xml_58	1	source
писать	пишет	2014Chto_budet_posle.xml_58	2	cue
,	,	2014Chto_budet_posle.xml_58	3	cue
что	что	2014Chto_budet_posle.xml_58	4	cue
социализм	социализм	2014Chto_budet_posle.xml_58	5	None
-	-	2014Chto_budet_posle.xml_58	6	None
это	это	2014Chto_budet_posle.xml_58	7	None
""""	""""	2014Chto_budet_posle.xml_58	8	content
общественный	общественный	2014Chto_budet_posle.xml_58	9	content
строй	строй	2014Chto_budet_posle.xml_58	10	content
,	,	2014Chto_budet_posle.xml_58	11	content
в	в	2014Chto_budet_posle.xml_58	12	content
который	котором	2014Chto_budet_posle.xml_58	13	content
отсутствовать	отсутствуют	2014Chto_budet_posle.xml_58	14	content
весь	все	2014Chto_budet_posle.xml_58	15	content
форма	формы	2014Chto_budet_posle.xml_58	16	content
эксплуатация	эксплуатации	2014Chto_budet_posle.xml_58	17	content
и	и	2014Chto_budet_posle.xml_58	18	content
угнетение	угнетения	2014Chto_budet_posle.xml_58	19	content
,	,	2014Chto_budet_posle.xml_58	20	content
который	которому	2014Chto_budet_posle.xml_58	21	content
присущий	присуща	2014Chto_budet_posle.xml_58	22	content
высокий	высокая	2014Chto_budet_posle.xml_58	23	content
экономический	экономическая	2014Chto_budet_posle.xml_58	24	content
эффективность	эффективность	2014Chto_budet_posle.xml_58	25	content
,	,	2014Chto_budet_posle.xml_58	26	content
соревнование	соревнование	2014Chto_budet_posle.xml_58	27	content
весь	всех	2014Chto_budet_posle.xml_58	28	content
форма	форм	2014Chto_budet_posle.xml_58	29	content
собственность	собственности	2014Chto_budet_posle.xml_58	30	content
на	на	2014Chto_budet_posle.xml_58	31	content
средство	средства	2014Chto_budet_posle.xml_58	32	content
производство	производства	2014Chto_budet_posle.xml_58	33	content
,	,	2014Chto_budet_posle.xml_58	34	content
народовластие	народовластие	2014Chto_budet_posle.xml_58	35	content
,	,	2014Chto_budet_posle.xml_58	36	content
материальный	материальное	2014Chto_budet_posle.xml_58	37	content
благополучие	благополучие	2014Chto_budet_posle.xml_58	38	content
,	,	2014Chto_budet_posle.xml_58	39	content
свобода	свобода	2014Chto_budet_posle.xml_58	40	content
,	,	2014Chto_budet_posle.xml_58	41	content
всесторонний	всестороннее	2014Chto_budet_posle.xml_58	42	content
духовный	духовное	2014Chto_budet_posle.xml_58	43	content
развитие	развитие	2014Chto_budet_posle.xml_58	44	content
человек	человека	2014Chto_budet_posle.xml_58	45	content
""""	""""	2014Chto_budet_posle.xml_58	46	content
.	.	2014Chto_budet_posle.xml_58	47	None
например	Например	2014Chto_budet_posle.xml_225	1	None
,	,	2014Chto_budet_posle.xml_225	2	None
Александр	Александр	2014Chto_budet_posle.xml_225	3	source
Бузгалин	Бузгалин	2014Chto_budet_posle.xml_225	4	source
писать	пишет	2014Chto_budet_posle.xml_225	5	cue
,	,	2014Chto_budet_posle.xml_225	6	cue
что	что	2014Chto_budet_posle.xml_225	7	cue
мы	мы	2014Chto_budet_posle.xml_225	8	content
стоять	стоим	2014Chto_budet_posle.xml_225	9	content
на	на	2014Chto_budet_posle.xml_225	10	content
порог	пороге	2014Chto_budet_posle.xml_225	11	content
""""	""""	2014Chto_budet_posle.xml_225	12	content
новый	новой	2014Chto_budet_posle.xml_225	13	content
Касталия	Касталии	2014Chto_budet_posle.xml_225	14	content
""""	""""	2014Chto_budet_posle.xml_225	15	content
,	,	2014Chto_budet_posle.xml_225	16	content
мир	мира	2014Chto_budet_posle.xml_225	17	content
творец	творцов	2014Chto_budet_posle.xml_225	18	content
.	.	2014Chto_budet_posle.xml_225	19	None
в	Во	2014Chto_budet_posle.xml_309	1	None
всякий	всяком	2014Chto_budet_posle.xml_309	2	None
случай	случае	2014Chto_budet_posle.xml_309	3	None
,	,	2014Chto_budet_posle.xml_309	4	None
сетевой	сетевые	2014Chto_budet_posle.xml_309	5	None
структура	структуры	2014Chto_budet_posle.xml_309	6	None
демонстрировать	демонстрируют	2014Chto_budet_posle.xml_309	7	None
,	,	2014Chto_budet_posle.xml_309	8	None
как	как	2014Chto_budet_posle.xml_309	9	None
именно	именно	2014Chto_budet_posle.xml_309	10	None
возможный	возможна	2014Chto_budet_posle.xml_309	11	None
экономика	экономика	2014Chto_budet_posle.xml_309	12	None
без	без	2014Chto_budet_posle.xml_309	13	None
наем	найма	2014Chto_budet_posle.xml_309	14	None
.	.	2014Chto_budet_posle.xml_309	15	None
то	То	2014Kulturnye_olimpiitsy.xml_110	1	None
он	он	2014Kulturnye_olimpiitsy.xml_110	2	source
заявлять	заявляет	2014Kulturnye_olimpiitsy.xml_110	3	cue
,	,	2014Kulturnye_olimpiitsy.xml_110	4	None
почти	почти	2014Kulturnye_olimpiitsy.xml_110	5	None
буквально	буквально	2014Kulturnye_olimpiitsy.xml_110	6	None
повторять	повторяя	2014Kulturnye_olimpiitsy.xml_110	7	None
Ленин	Ленина	2014Kulturnye_olimpiitsy.xml_110	8	cue
:	:	2014Kulturnye_olimpiitsy.xml_110	9	None
""""	""""	2014Kulturnye_olimpiitsy.xml_110	10	content
я	Я	2014Kulturnye_olimpiitsy.xml_110	11	content
действительно	действительно	2014Kulturnye_olimpiitsy.xml_110	12	content
считать	считаю	2014Kulturnye_olimpiitsy.xml_110	13	content
кино	кино	2014Kulturnye_olimpiitsy.xml_110	14	content
ключевой	ключевым	2014Kulturnye_olimpiitsy.xml_110	15	content
,	,	2014Kulturnye_olimpiitsy.xml_110	16	content
важный	важнейшим	2014Kulturnye_olimpiitsy.xml_110	17	content
направление	направлением	2014Kulturnye_olimpiitsy.xml_110	18	content
работа	работы	2014Kulturnye_olimpiitsy.xml_110	19	content
министерство	министерства	2014Kulturnye_olimpiitsy.xml_110	20	content
""""	""""	2014Kulturnye_olimpiitsy.xml_110	21	content
.	.	2014Kulturnye_olimpiitsy.xml_110	22	None
ее	Ее	2014Na_dvukh_voinakh_1.xml_23	1	None
жилой	жилая	2014Na_dvukh_voinakh_1.xml_23	2	None
комната	комната	2014Na_dvukh_voinakh_1.xml_23	3	None
находиться	находилась	2014Na_dvukh_voinakh_1.xml_23	4	None
там	там	2014Na_dvukh_voinakh_1.xml_23	5	None
же	же	2014Na_dvukh_voinakh_1.xml_23	6	None
.	.	2014Na_dvukh_voinakh_1.xml_23	7	None
но	Но	2014Na_dvukh_voinakh_1.xml_233	1	None
быть	был	2014Na_dvukh_voinakh_1.xml_233	2	None
в	в	2014Na_dvukh_voinakh_1.xml_233	3	None
село	селе	2014Na_dvukh_voinakh_1.xml_233	4	None
мужик	мужик	2014Na_dvukh_voinakh_1.xml_233	5	None
,	,	2014Na_dvukh_voinakh_1.xml_233	6	None
у	у	2014Na_dvukh_voinakh_1.xml_233	7	None
который	которого	2014Na_dvukh_voinakh_1.xml_233	8	None
излечение	излечение	2014Na_dvukh_voinakh_1.xml_233	9	None
кликуша	кликуш	2014Na_dvukh_voinakh_1.xml_233	10	None
,	,	2014Na_dvukh_voinakh_1.xml_233	11	None
как	как	2014Na_dvukh_voinakh_1.xml_233	12	None
говорить	говорили	2014Na_dvukh_voinakh_1.xml_233	13	None
,	,	2014Na_dvukh_voinakh_1.xml_233	14	None
получаться	получается	2014Na_dvukh_voinakh_1.xml_233	15	None
хорошо	лучше	2014Na_dvukh_voinakh_1.xml_233	16	None
,	,	2014Na_dvukh_voinakh_1.xml_233	17	None
чем	чем	2014Na_dvukh_voinakh_1.xml_233	18	None
у	у	2014Na_dvukh_voinakh_1.xml_233	19	None
батюшка	батюшки	2014Na_dvukh_voinakh_1.xml_233	20	None
.	.	2014Na_dvukh_voinakh_1.xml_233	21	None
весь	Все	2014Na_dvukh_voinakh_1.xml_295	1	None
стена	стены	2014Na_dvukh_voinakh_1.xml_295	2	None
зал	зала	2014Na_dvukh_voinakh_1.xml_295	3	None
увесить	увешаны	2014Na_dvukh_voinakh_1.xml_295	4	None
охотничий	охотничьим	2014Na_dvukh_voinakh_1.xml_295	5	None
оружие	оружием	2014Na_dvukh_voinakh_1.xml_295	6	None
и	и	2014Na_dvukh_voinakh_1.xml_295	7	None
трофей	трофеями	2014Na_dvukh_voinakh_1.xml_295	8	None
многочисленный	многочисленных	2014Na_dvukh_voinakh_1.xml_295	9	None
охота	охот	2014Na_dvukh_voinakh_1.xml_295	10	None
.	.	2014Na_dvukh_voinakh_1.xml_295	11	None
он	Он	2014Na_dvukh_voinakh_1.xml_351	1	source
сказать	сказал	2014Na_dvukh_voinakh_1.xml_351	2	cue
:	:	2014Na_dvukh_voinakh_1.xml_351	3	None
""""	""""	2014Na_dvukh_voinakh_1.xml_351	4	content
я	Я	2014Na_dvukh_voinakh_1.xml_351	5	content
с	с	2014Na_dvukh_voinakh_1.xml_351	6	content
вы	вами	2014Na_dvukh_voinakh_1.xml_351	7	content
,	,	2014Na_dvukh_voinakh_1.xml_351	8	content
ваш	Ваше	2014Na_dvukh_voinakh_1.xml_351	9	content
Величество	Величество	2014Na_dvukh_voinakh_1.xml_351	10	content
,	,	2014Na_dvukh_voinakh_1.xml_351	11	content
встречаться	встречаюсь	2014Na_dvukh_voinakh_1.xml_351	12	content
второй	второй	2014Na_dvukh_voinakh_1.xml_351	13	content
раз	раз	2014Na_dvukh_voinakh_1.xml_351	14	content
""""	""""	2014Na_dvukh_voinakh_1.xml_351	15	content
.	.	2014Na_dvukh_voinakh_1.xml_351	16	None
государь	Государь	2014Na_dvukh_voinakh_1.xml_354	1	source
улыбнуться	улыбнулся	2014Na_dvukh_voinakh_1.xml_354	2	None
и	и	2014Na_dvukh_voinakh_1.xml_354	3	None
сказать	сказал	2014Na_dvukh_voinakh_1.xml_354	4	cue
:	:	2014Na_dvukh_voinakh_1.xml_354	5	None
""""	""""	2014Na_dvukh_voinakh_1.xml_354	6	content
помнить	Помню	2014Na_dvukh_voinakh_1.xml_354	7	content
-	-	2014Na_dvukh_voinakh_1.xml_354	8	content
помнить	помню	2014Na_dvukh_voinakh_1.xml_354	9	content
""""	""""	2014Na_dvukh_voinakh_1.xml_354	10	content
.	.	2014Na_dvukh_voinakh_1.xml_354	11	None
и	И	2014Na_dvukh_voinakh_1.xml_392	1	None
если	если	2014Na_dvukh_voinakh_1.xml_392	2	None
кто-нибудь	кто-нибудь	2014Na_dvukh_voinakh_1.xml_392	3	None
спрашивать	спрашивал	2014Na_dvukh_voinakh_1.xml_392	4	None
я	меня	2014Na_dvukh_voinakh_1.xml_392	5	None
,	,	2014Na_dvukh_voinakh_1.xml_392	6	None
кто	кто	2014Na_dvukh_voinakh_1.xml_392	7	None
это	это	2014Na_dvukh_voinakh_1.xml_392	8	None
,	,	2014Na_dvukh_voinakh_1.xml_392	9	None
я	я	2014Na_dvukh_voinakh_1.xml_392	10	source
отвечать	отвечал	2014Na_dvukh_voinakh_1.xml_392	11	cue
:	:	2014Na_dvukh_voinakh_1.xml_392	12	None
""""	""""	2014Na_dvukh_voinakh_1.xml_392	13	content
это	Это	2014Na_dvukh_voinakh_1.xml_392	14	content
мой	моя	2014Na_dvukh_voinakh_1.xml_392	15	content
невеста	невеста	2014Na_dvukh_voinakh_1.xml_392	16	content
""""	""""	2014Na_dvukh_voinakh_1.xml_392	17	content
.	.	2014Na_dvukh_voinakh_1.xml_392	18	None
например	Например	2014Travin-1.xml_135	1	None
,	,	2014Travin-1.xml_135	2	None
в	в	2014Travin-1.xml_135	3	None
Англия	Англии	2014Travin-1.xml_135	4	None
существовать	существовала	2014Travin-1.xml_135	5	None
практика	практика	2014Travin-1.xml_135	6	None
,	,	2014Travin-1.xml_135	7	None
при	при	2014Travin-1.xml_135	8	None
который	которой	2014Travin-1.xml_135	9	None
вдовый	вдовая	2014Travin-1.xml_135	10	None
королева	королева	2014Travin-1.xml_135	11	None
мочь	могла	2014Travin-1.xml_135	12	None
выходить	выходить	2014Travin-1.xml_135	13	None
замуж	замуж	2014Travin-1.xml_135	14	None
только	только	2014Travin-1.xml_135	15	None
за	за	2014Travin-1.xml_135	16	None
равный	равного	2014Travin-1.xml_135	17	None
она	ей	2014Travin-1.xml_135	18	None
по	по	2014Travin-1.xml_135	19	None
происхождение	происхождению	2014Travin-1.xml_135	20	None
и	и	2014Travin-1.xml_135	21	None
социальный	социальному	2014Travin-1.xml_135	22	None
статус	статусу	2014Travin-1.xml_135	23	None
.	.	2014Travin-1.xml_135	24	None
быть	Были	2014Travin-2.xml_47	1	None
тот	те	2014Travin-2.xml_47	2	None
,	,	2014Travin-2.xml_47	3	None
который	которые	2014Travin-2.xml_47	4	None
хотя	хотя	2014Travin-2.xml_47	5	None
бы	бы	2014Travin-2.xml_47	6	None
внешне	внешне	2014Travin-2.xml_47	7	None
напоминать	напоминали	2014Travin-2.xml_47	8	None
Англия	Англию	2014Travin-2.xml_47	9	None
по	по	2014Travin-2.xml_47	10	None
образ	образу	2014Travin-2.xml_47	11	None
жизнь	жизни	2014Travin-2.xml_47	12	None
широкий	широких	2014Travin-2.xml_47	13	None
масса	масс	2014Travin-2.xml_47	14	None
население	населения	2014Travin-2.xml_47	15	None
.	.	2014Travin-2.xml_47	16	None
либо	Либо	2014Travin-2.xml_122	1	None
ты	ты	2014Travin-2.xml_122	2	None
осуществлять	осуществляешь	2014Travin-2.xml_122	3	None
преобразование	преобразования	2014Travin-2.xml_122	4	None
,	,	2014Travin-2.xml_122	5	None
либо	либо	2014Travin-2.xml_122	6	None
лишаться	лишаешься	2014Travin-2.xml_122	7	None
свой	своих	2014Travin-2.xml_122	8	None
земля	земель	2014Travin-2.xml_122	9	None
,	,	2014Travin-2.xml_122	10	None
город	городов	2014Travin-2.xml_122	11	None
,	,	2014Travin-2.xml_122	12	None
подданный	подданных	2014Travin-2.xml_122	13	None
и	и	2014Travin-2.xml_122	14	None
тот	тех	2014Travin-2.xml_122	15	None
ресурс	ресурсов	2014Travin-2.xml_122	16	None
,	,	2014Travin-2.xml_122	17	None
который	которые	2014Travin-2.xml_122	18	None
можно	можно	2014Travin-2.xml_122	19	None
из	из	2014Travin-2.xml_122	20	None
весь	всего	2014Travin-2.xml_122	21	None
это	этого	2014Travin-2.xml_122	22	None
извлекать	извлекать	2014Travin-2.xml_122	23	None
.	.	2014Travin-2.xml_122	24	None
вручать	Вручая	2014Vspolokhi-1.xml_122	1	None
она	ее	2014Vspolokhi-1.xml_122	2	None
,	,	2014Vspolokhi-1.xml_122	3	None
они	они	2014Vspolokhi-1.xml_122	4	source
я	мне	2014Vspolokhi-1.xml_122	5	None
сказать	сказали	2014Vspolokhi-1.xml_122	6	cue
:	:	2014Vspolokhi-1.xml_122	7	None
""""	""""	2014Vspolokhi-1.xml_122	8	content
Ленечка	Ленечка	2014Vspolokhi-1.xml_122	9	content
,	,	2014Vspolokhi-1.xml_122	10	content
хранить	храни	2014Vspolokhi-1.xml_122	11	content
этот	эту	2014Vspolokhi-1.xml_122	12	content
книга	книгу	2014Vspolokhi-1.xml_122	13	content
,	,	2014Vspolokhi-1.xml_122	14	content
в	в	2014Vspolokhi-1.xml_122	15	content
она	ней	2014Vspolokhi-1.xml_122	16	content
весь	весь	2014Vspolokhi-1.xml_122	17	content
Белинский	Белинский	2014Vspolokhi-1.xml_122	18	content
""""	""""	2014Vspolokhi-1.xml_122	19	content
.	.	2014Vspolokhi-1.xml_122	20	None
народный	Народная	2014Vspolokhi-1.xml_130	1	source
артистка	артистка	2014Vspolokhi-1.xml_130	2	source
СССР	СССР	2014Vspolokhi-1.xml_130	3	source
Быстрицкая	Быстрицкая	2014Vspolokhi-1.xml_130	4	source
тогда	тогда	2014Vspolokhi-1.xml_130	5	None
я	мне	2014Vspolokhi-1.xml_130	6	None
сказать	сказала	2014Vspolokhi-1.xml_130	7	cue
:	:	2014Vspolokhi-1.xml_130	8	None
""""	""""	2014Vspolokhi-1.xml_130	9	content
Леонид	Леонид	2014Vspolokhi-1.xml_130	10	content
Ефимович	Ефимович	2014Vspolokhi-1.xml_130	11	content
,	,	2014Vspolokhi-1.xml_130	12	content
что	что	2014Vspolokhi-1.xml_130	13	content
вы	вы	2014Vspolokhi-1.xml_130	14	content
наделать	наделали	2014Vspolokhi-1.xml_130	15	content
,	,	2014Vspolokhi-1.xml_130	16	content
смотреть	посмотрите	2014Vspolokhi-1.xml_130	17	content
сюда	сюда	2014Vspolokhi-1.xml_130	18	content
""""	""""	2014Vspolokhi-1.xml_130	19	content
.	.	2014Vspolokhi-1.xml_130	20	None
я	Я	2014Vspolokhi-1.xml_252	1	source
-	-	2014Vspolokhi-1.xml_252	2	None
школьник	школьник	2014Vspolokhi-1.xml_252	3	source
-	-	2014Vspolokhi-1.xml_252	4	None
все	все	2014Vspolokhi-1.xml_252	5	None
же	же	2014Vspolokhi-1.xml_252	6	None
сказать	сказал	2014Vspolokhi-1.xml_252	7	cue
:	:	2014Vspolokhi-1.xml_252	8	None
""""	""""	2014Vspolokhi-1.xml_252	9	content
он	Он	2014Vspolokhi-1.xml_252	10	content
не	не	2014Vspolokhi-1.xml_252	11	content
виноватый	виноват	2014Vspolokhi-1.xml_252	12	content
,	,	2014Vspolokhi-1.xml_252	13	content
что	что	2014Vspolokhi-1.xml_252	14	content
остаться	остался	2014Vspolokhi-1.xml_252	15	content
живой	жив	2014Vspolokhi-1.xml_252	16	content
""""	""""	2014Vspolokhi-1.xml_252	17	content
,	,	2014Vspolokhi-1.xml_252	18	None
но	но	2014Vspolokhi-1.xml_252	19	None
морда	морду	2014Vspolokhi-1.xml_252	20	None
запомнить	запомнил	2014Vspolokhi-1.xml_252	21	None
и	и	2014Vspolokhi-1.xml_252	22	None
возненавидеть	возненавидел	2014Vspolokhi-1.xml_252	23	None
.	.	2014Vspolokhi-1.xml_252	24	None
главный	Главным	2015Gorbachov.xml_141	1	None
свой	своим	2015Gorbachov.xml_141	2	None
дело	делом	2015Gorbachov.xml_141	3	None
по-прежнему	по-прежнему	2015Gorbachov.xml_141	4	None
считать	считаю	2015Gorbachov.xml_141	5	None
всемерный	всемерное	2015Gorbachov.xml_141	6	None
содействие	содействие	2015Gorbachov.xml_141	7	None
продвижение	продвижению	2015Gorbachov.xml_141	8	None
демократический	демократических	2015Gorbachov.xml_141	9	None
реформа	реформ	2015Gorbachov.xml_141	10	None
в	в	2015Gorbachov.xml_141	11	None
Россия	России	2015Gorbachov.xml_141	12	None
теперь	теперь	2015Gorbachov.xml_141	13	None
уже	уже	2015Gorbachov.xml_141	14	None
в	в	2015Gorbachov.xml_141	15	None
новый	новом	2015Gorbachov.xml_141	16	None
свой	своем	2015Gorbachov.xml_141	17	None
качество	качестве	2015Gorbachov.xml_141	18	None
,	,	2015Gorbachov.xml_141	19	None
утверждение	утверждению	2015Gorbachov.xml_141	20	None
в	в	2015Gorbachov.xml_141	21	None
мир	мире	2015Gorbachov.xml_141	22	None
новый	нового	2015Gorbachov.xml_141	23	None
мышление	мышления	2015Gorbachov.xml_141	24	None
.	.	2015Gorbachov.xml_141	25	None
""""	""""	2015iz_predanii.xml_62	1	content
поздравлять	Поздравляю	2015iz_predanii.xml_62	2	content
,	,	2015iz_predanii.xml_62	3	content
Коля	Коля	2015iz_predanii.xml_62	4	content
,	,	2015iz_predanii.xml_62	5	content
это	это	2015iz_predanii.xml_62	6	content
к	к	2015iz_predanii.xml_62	7	content
ты	тебе	2015iz_predanii.xml_62	8	content
""""	""""	2015iz_predanii.xml_62	9	content
,	,	2015iz_predanii.xml_62	10	None
-	-	2015iz_predanii.xml_62	11	None
сказать	сказал	2015iz_predanii.xml_62	12	cue
дядя	дядя	2015iz_predanii.xml_62	13	source
Вася	Вася	2015iz_predanii.xml_62	14	source
.	.	2015iz_predanii.xml_62	15	None
примерно	Примерно	2015iz_predanii.xml_172	1	None
в	в	2015iz_predanii.xml_172	2	None
этот	это	2015iz_predanii.xml_172	3	None
же	же	2015iz_predanii.xml_172	4	None
время	время	2015iz_predanii.xml_172	5	None
к	к	2015iz_predanii.xml_172	6	None
бабушка	бабушке	2015iz_predanii.xml_172	7	None
,	,	2015iz_predanii.xml_172	8	None
все	все	2015iz_predanii.xml_172	9	None
еще	еще	2015iz_predanii.xml_172	10	None
сидеть	сидевшей	2015iz_predanii.xml_172	11	None
на	на	2015iz_predanii.xml_172	12	None
ступенька	ступеньках	2015iz_predanii.xml_172	13	None
лестница	лестницы	2015iz_predanii.xml_172	14	None
,	,	2015iz_predanii.xml_172	15	None
сверху	сверху	2015iz_predanii.xml_172	16	None
спуститься	спустился	2015iz_predanii.xml_172	17	None
все	все	2015iz_predanii.xml_172	18	None
тот	тот	2015iz_predanii.xml_172	19	None
же	же	2015iz_predanii.xml_172	20	None
щеголь	щеголь	2015iz_predanii.xml_172	21	source
в	в	2015iz_predanii.xml_172	22	None
кожанка	кожанке	2015iz_predanii.xml_172	23	None
и	и	2015iz_predanii.xml_172	24	None
пенсне	пенсне	2015iz_predanii.xml_172	25	None
и	и	2015iz_predanii.xml_172	26	None
сказать	сказал	2015iz_predanii.xml_172	27	cue
она	ей	2015iz_predanii.xml_172	28	None
:	:	2015iz_predanii.xml_172	29	None
""""	""""	2015iz_predanii.xml_172	30	content
мадам	Мадам	2015iz_predanii.xml_172	31	content
,	,	2015iz_predanii.xml_172	32	content
ваш	ваш	2015iz_predanii.xml_172	33	content
супруг	супруг	2015iz_predanii.xml_172	34	content
быть	будет	2015iz_predanii.xml_172	35	content
скоро	скоро	2015iz_predanii.xml_172	36	content
освободить	освобожден	2015iz_predanii.xml_172	37	content
""""	""""	2015iz_predanii.xml_172	38	content
.	.	2015iz_predanii.xml_172	39	None
вернуться	Вернувшись	2015iz_predanii.xml_197	1	None
в	в	2015iz_predanii.xml_197	2	None
кабинет	кабинет	2015iz_predanii.xml_197	3	None
,	,	2015iz_predanii.xml_197	4	None
дед	дед	2015iz_predanii.xml_197	5	source
сказать	сказал	2015iz_predanii.xml_197	6	cue
Дзержинский	Дзержинскому	2015iz_predanii.xml_197	7	None
:	:	2015iz_predanii.xml_197	8	None
""""	""""	2015iz_predanii.xml_197	9	content
ехать	Ехать	2015iz_predanii.xml_197	10	content
невозможный	невозможно	2015iz_predanii.xml_197	11	content
""""	""""	2015iz_predanii.xml_197	12	content
.	.	2015iz_predanii.xml_197	13	None
""""	""""	2015iz_predanii.xml_210	1	content
как	Как	2015iz_predanii.xml_210	2	content
быть	будет	2015iz_predanii.xml_210	3	content
вы	вам	2015iz_predanii.xml_210	4	content
угодный	угодно	2015iz_predanii.xml_210	5	content
,	,	2015iz_predanii.xml_210	6	content
ваш	ваше	2015iz_predanii.xml_210	7	content
превосходительство	превосходительство	2015iz_predanii.xml_210	8	content
""""	""""	2015iz_predanii.xml_210	9	content
,	,	2015iz_predanii.xml_210	10	None
-	-	2015iz_predanii.xml_210	11	None
с	с	2015iz_predanii.xml_210	12	None
поклон	поклоном	2015iz_predanii.xml_210	13	None
сказать	сказал	2015iz_predanii.xml_210	14	cue
швейцар	швейцар	2015iz_predanii.xml_210	15	source
