lemmas	text	sentence_num	index_of_token_sent	tags
být	je	ln94210-5-p5s2	6	None
on	mu	ln94210-5-p5s2	7	None
jeden	jedno	ln94210-5-p5s2	8	None
,	,	ln94210-5-p5s2	9	None
od	od	ln94210-5-p5s2	10	None
kdo	koho	ln94210-5-p5s2	11	None
on	ji	ln94210-5-p5s2	12	None
dostat	dostane	ln94210-5-p5s2	13	None
,	,	ln94210-5-p5s2	14	None
a	a	ln94210-5-p5s2	15	None
konstatovat	konstatuje	ln94210-5-p5s2	16	cue
,	,	ln94210-5-p5s2	17	None
že	že	ln94210-5-p5s2	18	content
výsledek	výsledek	ln94210-5-p5s2	19	content
srovnání	srovnání	ln94210-5-p5s2	20	content
muset	nemusí	ln94210-5-p5s2	21	content
být	být	ln94210-5-p5s2	22	content
až	až	ln94210-5-p5s2	23	content
tak	tak	ln94210-5-p5s2	24	content
dramatický	dramatický	ln94210-5-p5s2	25	content
.	.	ln94210-5-p5s2	26	None
Klausův	Klausova	ln94210-58-p1s1	1	content
strana	strana	ln94210-58-p1s1	2	content
dělat	dělá	ln94210-58-p1s1	3	content
nemístný	nemístné	ln94210-58-p1s1	4	content
kompromis	kompromisy	ln94210-58-p1s1	5	content
s	s	ln94210-58-p1s1	6	content
postkomunistický	postkomunistickou	ln94210-58-p1s1	7	content
lobby	lobby	ln94210-58-p1s1	8	content
,	,	ln94210-58-p1s1	9	None
tvrdit	tvrdí	ln94210-58-p1s1	10	cue
Doležal	Doležal	ln94210-58-p1s1	11	source
zástupce	Zástupce	ln94210-78-p2s5	1	source
Vatikán	Vatikánu	ln94210-78-p2s5	2	source
pak	pak	ln94210-78-p2s5	3	None
upozornit	upozornil	ln94210-78-p2s5	4	cue
,	,	ln94210-78-p2s5	5	None
že	že	ln94210-78-p2s5	6	content
Nakadžimův	Nakadžimovy	ln94210-78-p2s5	7	content
formulace	formulace	ln94210-78-p2s5	8	content
být	by	ln94210-78-p2s5	9	content
moci	mohly	ln94210-78-p2s5	10	content
pomoci	pomoci	ln94210-78-p2s5	11	content
vyřešit	vyřešit	ln94210-78-p2s5	12	content
značný	značnou	ln94210-78-p2s5	13	content
část	část	ln94210-78-p2s5	14	content
námitka	námitek	ln94210-78-p2s5	15	content
římskokatolický	římskokatolické	ln94210-78-p2s5	16	content
církev	církve	ln94210-78-p2s5	17	content
.	.	ln94210-78-p2s5	18	None
rád	Rád	ln94210-90-p5s11	1	cue
být	bych	ln94210-90-p5s11	2	cue
zdůraznit	zdůraznil	ln94210-90-p5s11	3	cue
,	,	ln94210-90-p5s11	4	None
že	že	ln94210-90-p5s11	5	content
diskuse	diskuse	ln94210-90-p5s11	6	content
kolem	kolem	ln94210-90-p5s11	7	content
nový	nových	ln94210-90-p5s11	8	content
pravidlo	Pravidel	ln94210-90-p5s11	9	content
být	není	ln94210-90-p5s11	10	content
nic	nic	ln94210-90-p5s11	11	content
ani	ani	ln94210-90-p5s11	12	content
zbytečný	zbytečného	ln94210-90-p5s11	13	content
,	,	ln94210-90-p5s11	14	content
ani	ani	ln94210-90-p5s11	15	content
komický	komického	ln94210-90-p5s11	16	content
.	.	ln94210-90-p5s11	17	None
J	J	ln94211-113-p3s5	1	source
.	.	ln94211-113-p3s5	2	source
Vopalecký	Vopalecký	ln94211-113-p3s5	3	source
,	,	ln94211-113-p3s5	4	source
ředitel	ředitel	ln94211-113-p3s5	5	source
pobočka	pobočky	ln94211-113-p3s5	6	source
KB	KB	ln94211-113-p3s5	7	source
Praha	Praha	ln94211-113-p3s5	8	source
1	1	ln94211-113-p3s5	9	source
,	,	ln94211-113-p3s5	10	None
u	u	ln94211-113-p3s5	11	None
jenž	níž	ln94211-113-p3s5	12	None
být	byly	ln94211-113-p3s5	13	None
sporný	sporné	ln94211-113-p3s5	14	None
objekt	objekty	ln94211-113-p3s5	15	None
v	v	ln94211-113-p3s5	16	None
zástava	zástavě	ln94211-113-p3s5	17	None
,	,	ln94211-113-p3s5	18	None
včera	včera	ln94211-113-p3s5	19	None
říci	řekl	ln94211-113-p3s5	20	source
,	,	ln94211-113-p3s5	21	None
že	že	ln94211-113-p3s5	22	content
KB	KB	ln94211-113-p3s5	23	content
se	se	ln94211-113-p3s5	24	content
přidržet	přidržela	ln94211-113-p3s5	25	content
obchodní	obchodního	ln94211-113-p3s5	26	content
přístup	přístupu	ln94211-113-p3s5	27	content
a	a	ln94211-113-p3s5	28	content
chtít	chtěla	ln94211-113-p3s5	29	content
vítěz	vítězovi	ln94211-113-p3s5	30	content
soutěž	soutěže	ln94211-113-p3s5	31	content
o	o	ln94211-113-p3s5	32	content
SPN	SPN	ln94211-113-p3s5	33	content
co	co	ln94211-113-p3s5	34	content
rychle	nejrychleji	ln94211-113-p3s5	35	content
a	a	ln94211-113-p3s5	36	content
efektivně	nejefektivněji	ln94211-113-p3s5	37	content
vyjít	vyjít	ln94211-113-p3s5	38	content
vstříc	vstříc	ln94211-113-p3s5	39	content
.	.	ln94211-113-p3s5	40	None
jeden	Jeden	ln94211-19-p2s2	1	source
z	ze	ln94211-19-p2s2	2	source
společník	společníků	ln94211-19-p2s2	3	source
firma	firmy	ln94211-19-p2s2	4	source
Prima	Prima	ln94211-19-p2s2	5	source
Karel	Karel	ln94211-19-p2s2	6	source
Šnobr	Šnobr	ln94211-19-p2s2	7	source
říci	řekl	ln94211-19-p2s2	8	cue
,	,	ln94211-19-p2s2	9	None
že	že	ln94211-19-p2s2	10	content
firma	firma	ln94211-19-p2s2	11	content
využít	využije	ln94211-19-p2s2	12	content
veškerý	veškeré	ln94211-19-p2s2	13	content
výrobní	výrobní	ln94211-19-p2s2	14	content
kapacita	kapacity	ln94211-19-p2s2	15	content
Agrostav	Agrostavu	ln94211-19-p2s2	16	content
.	.	ln94211-19-p2s2	17	None
pořadatel	Pořadatelé	ln94211-22-p4s3	1	None
pro	pro	ln94211-22-p4s3	2	None
on	ně	ln94211-22-p4s3	3	None
nakonec	nakonec	ln94211-22-p4s3	4	None
dát	dali	ln94211-22-p4s3	5	None
v	v	ln94211-22-p4s3	6	None
areál	areálu	ln94211-22-p4s3	7	None
do	do	ln94211-22-p4s3	8	None
prodej	prodeje	ln94211-22-p4s3	9	None
rezerva	rezervu	ln94211-22-p4s3	10	None
vstupenka	vstupenek	ln94211-22-p4s3	11	None
.	.	ln94211-22-p4s3	12	None
zpravidla	Zpravidla	ln94211-3-p6s6	1	None
odhalit	odhalí	ln94211-3-p6s6	2	None
chyba	chybu	ln94211-3-p6s6	3	None
jako	jako	ln94211-3-p6s6	4	None
kluk	klucima	ln94211-3-p6s6	5	None
,	,	ln94211-3-p6s6	6	None
ale	ale	ln94211-3-p6s6	7	None
již	již	ln94211-3-p6s6	8	None
ne	ne	ln94211-3-p6s6	9	None
bez	bez	ln94211-3-p6s6	10	None
kluk	klukovi	ln94211-3-p6s6	11	None
.	.	ln94211-3-p6s6	12	None
graf	Graf	ln94211-59-p2s4	1	None
ČTK	ČTK	ln94211-59-p2s4	2	None
občan	Občan	ln94211-9-p4s1	1	None
být	byl	ln94211-9-p4s1	2	None
v	v	ln94211-9-p4s1	3	None
poslední	posledních	ln94211-9-p4s1	4	None
den	dnech	ln94211-9-p4s1	5	None
v	v	ln94211-9-p4s1	6	None
souvislost	souvislosti	ln94211-9-p4s1	7	None
s	s	ln94211-9-p4s1	8	None
vypovězení	vypovězením	ln94211-9-p4s1	9	None
jeden	jednoho	ln94211-9-p4s1	10	None
druh	druhu	ln94211-9-p4s1	11	None
účet	účtu	ln94211-9-p4s1	12	None
bombardovaný	bombardován	ln94211-9-p4s1	13	None
pojem	pojmy	ln94211-9-p4s1	14	None
,	,	ln94211-9-p4s1	15	None
jako	jako	ln94211-9-p4s1	16	None
být	jsou	ln94211-9-p4s1	17	None
termínovaný	termínované	ln94211-9-p4s1	18	None
a	a	ln94211-9-p4s1	19	None
termínovaný	netermínované	ln94211-9-p4s1	20	None
vklad	vklady	ln94211-9-p4s1	21	None
,	,	ln94211-9-p4s1	22	None
a	a	ln94211-9-p4s1	23	None
zdůrazňování	zdůrazňováním	ln94211-9-p4s1	24	None
zásadní	zásadního	ln94211-9-p4s1	25	None
rozdíl	rozdílu	ln94211-9-p4s1	26	None
mezi	mezi	ln94211-9-p4s1	27	None
on	nimi	ln94211-9-p4s1	28	None
.	.	ln94211-9-p4s1	29	None
sedmdesátiletý	Sedmdesátileté	ln95040-013-p1s1	1	None
působení	působení	ln95040-013-p1s1	2	None
český	českého	ln95040-013-p1s1	3	None
centrum	centra	ln95040-013-p1s1	4	None
PEN	PEN	ln95040-013-p1s1	5	None
-	-	ln95040-013-p1s1	6	None
klub	klubu	ln95040-013-p1s1	7	None
se	si	ln95040-013-p1s1	8	None
včera	včera	ln95040-013-p1s1	9	None
připomenout	připomněl	ln95040-013-p1s1	10	None
jeho	jeho	ln95040-013-p1s1	11	None
výbor	výbor	ln95040-013-p1s1	12	None
v	v	ln95040-013-p1s1	13	None
kavárna	kavárně	ln95040-013-p1s1	14	None
Gany	Gany	ln95040-013-p1s1	15	None
'	'	ln95040-013-p1s1	16	None
s	s	ln95040-013-p1s1	17	None
na	na	ln95040-013-p1s1	18	None
pražský	pražské	ln95040-013-p1s1	19	None
národní	Národní	ln95040-013-p1s1	20	None
třída	třídě	ln95040-013-p1s1	21	None
(	(	ln95040-013-p1s1	22	None
bývalý	bývalá	ln95040-013-p1s1	23	None
kavárna	kavárna	ln95040-013-p1s1	24	None
Louvre	Louvre	ln95040-013-p1s1	25	None
)	)	ln95040-013-p1s1	26	None
.	.	ln95040-013-p1s1	27	None
""""	""""	ln95040-021-p3s3	1	content
Němec	Němci	ln95040-021-p3s3	2	content
špatně	špatně	ln95040-021-p3s3	3	content
střílet	stříleli	ln95040-021-p3s3	4	content
,	,	ln95040-021-p3s3	5	content
Wislander	Wislander	ln95040-021-p3s3	6	content
být	byl	ln95040-021-p3s3	7	content
poloviční	poloviční	ln95040-021-p3s3	8	content
,	,	ln95040-021-p3s3	9	content
""""	""""	ln95040-021-p3s3	10	content
skromně	skromně	ln95040-021-p3s3	11	None
poznamenat	poznamenal	ln95040-021-p3s3	12	cue
po	po	ln95040-021-p3s3	13	None
zápas	zápase	ln95040-021-p3s3	14	None
Slabý	Slabý	ln95040-021-p3s3	15	source
,	,	ln95040-021-p3s3	16	None
i	i	ln95040-021-p3s3	17	None
když	když	ln95040-021-p3s3	18	None
především	především	ln95040-021-p3s3	19	None
jeho	jeho	ln95040-021-p3s3	20	None
zásluha	zásluhou	ln95040-021-p3s3	21	None
se	si	ln95040-021-p3s3	22	None
obávaný	obávaný	ln95040-021-p3s3	23	None
střelec	střelec	ln95040-021-p3s3	24	None
soupeř	soupeře	ln95040-021-p3s3	25	None
udělat	udělal	ln95040-021-p3s3	26	None
první	první	ln95040-021-p3s3	27	None
čárka	čárku	ln95040-021-p3s3	28	None
až	až	ln95040-021-p3s3	29	None
těsně	těsně	ln95040-021-p3s3	30	None
před	před	ln95040-021-p3s3	31	None
přestávka	přestávkou	ln95040-021-p3s3	32	None
.	.	ln95040-021-p3s3	33	None
boží	Boží	ln95040-062-p10s15	1	None
dar	Dar	ln95040-062-p10s15	2	None
být	je	ln95040-062-p10s15	3	None
zatím	zatím	ln95040-062-p10s15	4	None
stále	stále	ln95040-062-p10s15	5	None
vzdálený	vzdálen	ln95040-062-p10s15	6	None
byť	byť	ln95040-062-p10s15	7	None
jen	jen	ln95040-062-p10s15	8	None
představa	představě	ln95040-062-p10s15	9	None
horský	horského	ln95040-062-p10s15	10	None
moloch	molocha	ln95040-062-p10s15	11	None
-	-	ln95040-062-p10s15	12	None
turistický	turistického	ln95040-062-p10s15	13	None
všepožírač	všepožírače	ln95040-062-p10s15	14	None
.	.	ln95040-062-p10s15	15	None
Praha	Praha	ln95040-117-p2s1A	1	None
-	-	ln95040-117-p2s1A	2	None
zároveň	Zároveň	ln95040-124-p2s8	1	None
však	však	ln95040-124-p2s8	2	None
upozorňovat	upozorňuje	ln95040-124-p2s8	3	cue
,	,	ln95040-124-p2s8	4	None
že	že	ln95040-124-p2s8	5	content
u	u	ln95040-124-p2s8	6	content
chřipka	chřipky	ln95040-124-p2s8	7	content
nic	nic	ln95040-124-p2s8	8	content
lze	nelze	ln95040-124-p2s8	9	content
předem	předem	ln95040-124-p2s8	10	content
odhadnout	odhadnout	ln95040-124-p2s8	11	content
.	.	ln95040-124-p2s8	12	None
""""	""""	ln95041-002-p4s9	1	content
utržit	Utržit	ln95041-002-p4s9	2	content
se	se	ln95041-002-p4s9	3	content
už	už	ln95041-002-p4s9	4	content
dát	nedá	ln95041-002-p4s9	5	content
ani	ani	ln95041-002-p4s9	6	content
na	na	ln95041-002-p4s9	7	content
králičí	králičí	ln95041-002-p4s9	8	content
kůže	kůži	ln95041-002-p4s9	9	content
,	,	ln95041-002-p4s9	10	content
""""	""""	ln95041-002-p4s9	11	content
dodávat	dodává	ln95041-002-p4s9	12	cue
.	.	ln95041-002-p4s9	13	None
evropský	Evropská	ln95041-006-p2s1B	1	source
komise	komise	ln95041-006-p2s1B	2	source
v	v	ln95041-006-p2s1B	3	source
Brusel	Bruselu	ln95041-006-p2s1B	4	source
oficiálně	oficiálně	ln95041-006-p2s1B	5	None
potvrdit	potvrdila	ln95041-006-p2s1B	6	cue
,	,	ln95041-006-p2s1B	7	None
že	že	ln95041-006-p2s1B	8	content
rakouský	rakouští	ln95041-006-p2s1B	9	content
zemědělec	zemědělci	ln95041-006-p2s1B	10	content
obdržet	obdrží	ln95041-006-p2s1B	11	content
v	v	ln95041-006-p2s1B	12	content
rok	letech	ln95041-006-p2s1B	13	content
1995	1995	ln95041-006-p2s1B	14	content
až	až	ln95041-006-p2s1B	15	content
1999	1999	ln95041-006-p2s1B	16	content
vyrovnávací	vyrovnávací	ln95041-006-p2s1B	17	content
příspěvek	příspěvky	ln95041-006-p2s1B	18	content
v	v	ln95041-006-p2s1B	19	content
celkový	celkové	ln95041-006-p2s1B	20	content
výše	výši	ln95041-006-p2s1B	21	content
15.95	15.95	ln95041-006-p2s1B	22	content
miliarda	miliardy	ln95041-006-p2s1B	23	content
ATS	ATS	ln95041-006-p2s1B	24	content
.	.	ln95041-006-p2s1B	25	None
""""	""""	ln95041-017-p3s2	1	content
být	Jsme	ln95041-017-p3s2	2	content
tady	tady	ln95041-017-p3s2	3	content
zatím	zatím	ln95041-017-p3s2	4	content
samý	sami	ln95041-017-p3s2	5	content
,	,	ln95041-017-p3s2	6	content
""""	""""	ln95041-017-p3s2	7	content
říkat	říká	ln95041-017-p3s2	8	cue
Miroslava	Miroslava	ln95041-017-p3s2	9	source
Karolčíková	Karolčíková	ln95041-017-p3s2	10	source
a	a	ln95041-017-p3s2	11	None
vracet	vrací	ln95041-017-p3s2	12	None
se	se	ln95041-017-p3s2	13	None
s	s	ln95041-017-p3s2	14	None
hrnec	hrncem	ln95041-017-p3s2	15	None
brambora	brambor	ln95041-017-p3s2	16	None
do	do	ln95041-017-p3s2	17	None
pokojový	pokojového	ln95041-017-p3s2	18	None
byt	bytu	ln95041-017-p3s2	19	None
.	.	ln95041-017-p3s2	20	None
Ostrava	Ostrava	ln95041-026-p2s1A	1	None
-	-	ln95041-026-p2s1A	2	None
před	Před	ln95041-042-p4s2	1	None
Babalet	Babaletem	ln95041-042-p4s2	2	None
být	jsme	ln95041-042-p4s2	3	None
hrát	hráli	ln95041-042-p4s2	4	None
nový	novou	ln95041-042-p4s2	5	None
vlna	vlnu	ln95041-042-p4s2	6	None
.	.	ln95041-042-p4s2	7	None
svědek	Svědek	ln95041-074-p2s6	1	source
tehdy	tehdy	ln95041-074-p2s6	2	None
na	na	ln95041-074-p2s6	3	None
vzdálenost	vzdálenost	ln95041-074-p2s6	4	None
20	20	ln95041-074-p2s6	5	None
až	až	ln95041-074-p2s6	6	None
40	40	ln95041-074-p2s6	7	None
metr	metrů	ln95041-074-p2s6	8	None
potvrdit	potvrdil	ln95041-074-p2s6	9	cue
,	,	ln95041-074-p2s6	10	None
že	že	ln95041-074-p2s6	11	content
Vodička	Vodička	ln95041-074-p2s6	12	content
být	je	ln95041-074-p2s6	13	content
pachatel	pachatel	ln95041-074-p2s6	14	content
.	.	ln95041-074-p2s6	15	None
""""	""""	ln95041-105-p2s5	1	content
nyní	Nyní	ln95041-105-p2s5	2	content
se	se	ln95041-105-p2s5	3	content
zbavovat	zbavujeme	ln95041-105-p2s5	4	content
zhoubný	zhoubného	ln95041-105-p2s5	5	content
nádor	nádoru	ln95041-105-p2s5	6	content
na	na	ln95041-105-p2s5	7	content
tělo	těle	ln95041-105-p2s5	8	content
Rusko	Ruska	ln95041-105-p2s5	9	content
,	,	ln95041-105-p2s5	10	content
""""	""""	ln95041-105-p2s5	11	content
charakterizovat	charakterizoval	ln95041-105-p2s5	12	cue
vojenský	vojenskou	ln95041-105-p2s5	13	None
akce	akci	ln95041-105-p2s5	14	None
na	na	ln95041-105-p2s5	15	None
Kavkaz	Kavkaze	ln95041-105-p2s5	16	None
Boris	Boris	ln95041-105-p2s5	17	source
Jelcin	Jelcin	ln95041-105-p2s5	18	source
.	.	ln95041-105-p2s5	19	None
stavební	Stavební	ln95042-023-p3s1	1	content
komplex	komplex	ln95042-023-p3s1	2	content
bývalý	býv	ln95042-023-p3s1	3	content
.	.	ln95042-023-p3s1	4	content
strahovský	Strahovského	ln95042-023-p3s1	5	content
klášter	kláštera	ln95042-023-p3s1	6	content
jak	jak	ln95042-023-p3s1	7	content
rozloha	rozlohou	ln95042-023-p3s1	8	content
,	,	ln95042-023-p3s1	9	content
tak	tak	ln95042-023-p3s1	10	content
umístění	umístěním	ln95042-023-p3s1	11	content
nad	nad	ln95042-023-p3s1	12	content
Praha	Prahou	ln95042-023-p3s1	13	content
být	je	ln95042-023-p3s1	14	content
jeden	jedním	ln95042-023-p3s1	15	content
z	z	ln95042-023-p3s1	16	content
výrazný	výrazných	ln95042-023-p3s1	17	content
památník	památníků	ln95042-023-p3s1	18	content
církevní	církevní	ln95042-023-p3s1	19	content
rozpínavost	rozpínavosti	ln95042-023-p3s1	20	content
na	na	ln95042-023-p3s1	21	content
pražský	pražském	ln95042-023-p3s1	22	content
území	území	ln95042-023-p3s1	23	content
,	,	ln95042-023-p3s1	24	None
říkat	říká	ln95042-023-p3s1	25	cue
Emanuel	Emanuel	ln95042-023-p3s1	26	source
Poche	Poche	ln95042-023-p3s1	27	source
v	ve	ln95042-023-p3s1	28	cue
svůj	své	ln95042-023-p3s1	29	cue
kniha	knize	ln95042-023-p3s1	30	cue
Praha	Prahou	ln95042-023-p3s1	31	None
krok	krok	ln95042-023-p3s1	32	None
za	za	ln95042-023-p3s1	33	None
krok	krokem	ln95042-023-p3s1	34	None
(	(	ln95042-023-p3s1	35	None
vydání	vydání	ln95042-023-p3s1	36	None
z	z	ln95042-023-p3s1	37	None
rok	roku	ln95042-023-p3s1	38	None
1985	1985	ln95042-023-p3s1	39	None
)	)	ln95042-023-p3s1	40	None
.	.	ln95042-023-p3s1	41	None
jít	Jde	ln95042-082-p2s6	1	None
o	o	ln95042-082-p2s6	2	None
hodně	víc	ln95042-082-p2s6	3	None
:	:	ln95042-082-p2s6	4	None
muset	musíme	ln95042-082-p2s6	5	None
všechen	všechny	ln95042-082-p2s6	6	None
tento	tyto	ln95042-082-p2s6	7	None
děj	děje	ln95042-082-p2s6	8	None
vsadit	vsadit	ln95042-082-p2s6	9	None
do	do	ln95042-082-p2s6	10	None
široký	širšího	ln95042-082-p2s6	11	None
a	a	ln95042-082-p2s6	12	None
hluboký	hlubšího	ln95042-082-p2s6	13	None
dějinný	dějinného	ln95042-082-p2s6	14	None
kontext	kontextu	ln95042-082-p2s6	15	None
a	a	ln95042-082-p2s6	16	None
pokusit	pokusit	ln95042-082-p2s6	17	None
se	se	ln95042-082-p2s6	18	None
výzva	výzvu	ln95042-082-p2s6	19	None
tento	této	ln95042-082-p2s6	20	None
doba	doby	ln95042-082-p2s6	21	None
formulovat	formulovat	ln95042-082-p2s6	22	None
na	na	ln95042-082-p2s6	23	None
pozadí	pozadí	ln95042-082-p2s6	24	None
jeho	jejich	ln95042-082-p2s6	25	None
zásadní	zásadní	ln95042-082-p2s6	26	None
reflexe	reflexe	ln95042-082-p2s6	27	None
.	.	ln95042-082-p2s6	28	None
.	.	ln95042-082-p2s6	29	None
Rus	Rus	ln95043-015-p3s1	1	source
Radčenko	Radčenko	ln95043-015-p3s1	2	source
oznámit	oznámil	ln95043-015-p3s1	3	cue
,	,	ln95043-015-p3s1	4	None
že	že	ln95043-015-p3s1	5	content
na	na	ln95043-015-p3s1	6	content
konec	konci	ln95043-015-p3s1	7	content
sezóna	sezóny	ln95043-015-p3s1	8	content
zřejmě	zřejmě	ln95043-015-p3s1	9	content
opustit	opustí	ln95043-015-p3s1	10	content
Racing	Racing	ln95043-015-p3s1	11	content
Santander	Santander	ln95043-015-p3s1	12	content
a	a	ln95043-015-p3s1	13	content
v	v	ln95043-015-p3s1	14	content
rámec	rámci	ln95043-015-p3s1	15	content
španělský	španělské	ln95043-015-p3s1	16	content
liga	ligy	ln95043-015-p3s1	17	content
se	se	ln95043-015-p3s1	18	content
asi	asi	ln95043-015-p3s1	19	content
stěhovat	postěhuje	ln95043-015-p3s1	20	content
do	do	ln95043-015-p3s1	21	content
Sevilla	Sevilly	ln95043-015-p3s1	22	content
.	.	ln95043-015-p3s1	23	None
""""	""""	ln95043-035-p2s3	1	content
žádný	Žádné	ln95043-035-p2s3	2	content
překvapivý	překvapivé	ln95043-035-p2s3	3	content
kotrmelec	kotrmelce	ln95043-035-p2s3	4	content
,	,	ln95043-035-p2s3	5	content
""""	""""	ln95043-035-p2s3	6	content
říci	řekl	ln95043-035-p2s3	7	cue
konečný	Konečný	ln95043-035-p2s3	8	source
.	.	ln95043-035-p2s3	9	None
dodat	Dodal	ln95043-062-p2s5	1	cue
,	,	ln95043-062-p2s5	2	None
že	že	ln95043-062-p2s5	3	content
narozdíl	narozdíl	ln95043-062-p2s5	4	content
od	od	ln95043-062-p2s5	5	content
výkonný	výkonné	ln95043-062-p2s5	6	content
rada	rady	ln95043-062-p2s5	7	content
ODS	ODS	ln95043-062-p2s5	8	content
považovat	považuje	ln95043-062-p2s5	9	content
ústřední	ústřední	ln95043-062-p2s5	10	content
sněm	sněm	ln95043-062-p2s5	11	content
ODA	ODA	ln95043-062-p2s5	12	content
další	další	ln95043-062-p2s5	13	content
šetření	šetření	ln95043-062-p2s5	14	content
v	ve	ln95043-062-p2s5	15	content
věc	věci	ln95043-062-p2s5	16	content
BIS	BIS	ln95043-062-p2s5	17	content
za	za	ln95043-062-p2s5	18	content
zbytný	nezbytné	ln95043-062-p2s5	19	content
.	.	ln95043-062-p2s5	20	None
místopředseda	Místopředseda	ln95043-069-p2s5	1	source
ODA	ODA	ln95043-069-p2s5	2	source
Vladimír	Vladimír	ln95043-069-p2s5	3	source
Dlouhý	Dlouhý	ln95043-069-p2s5	4	source
uvést	uvedl	ln95043-069-p2s5	5	cue
,	,	ln95043-069-p2s5	6	None
že	že	ln95043-069-p2s5	7	content
církev	církev	ln95043-069-p2s5	8	content
být	by	ln95043-069-p2s5	9	content
mít	měla	ln95043-069-p2s5	10	content
získat	získat	ln95043-069-p2s5	11	content
zpět	zpět	ln95043-069-p2s5	12	content
jen	jen	ln95043-069-p2s5	13	content
ten	ten	ln95043-069-p2s5	14	content
majetek	majetek	ln95043-069-p2s5	15	content
,	,	ln95043-069-p2s5	16	content
s	s	ln95043-069-p2s5	17	content
jehož	jehož	ln95043-069-p2s5	18	content
pomoc	pomocí	ln95043-069-p2s5	19	content
být	by	ln95043-069-p2s5	20	content
moci	mohla	ln95043-069-p2s5	21	content
plnit	plnit	ln95043-069-p2s5	22	content
svůj	svou	ln95043-069-p2s5	23	content
společenský	společenskou	ln95043-069-p2s5	24	content
funkce	funkci	ln95043-069-p2s5	25	content
.	.	ln95043-069-p2s5	26	None
""""	""""	ln95043-069-p2s6	1	content
vědět	Nevím	ln95043-069-p2s6	2	content
,	,	ln95043-069-p2s6	3	content
jestli	jestli	ln95043-069-p2s6	4	content
být	je	ln95043-069-p2s6	5	content
katedrála	katedrála	ln95043-069-p2s6	6	content
ten	tím	ln95043-069-p2s6	7	content
dobrý	nejlepším	ln95043-069-p2s6	8	content
případ	případem	ln95043-069-p2s6	9	content
,	,	ln95043-069-p2s6	10	content
který	kterým	ln95043-069-p2s6	11	content
církev	církev	ln95043-069-p2s6	12	content
prezentovat	prezentuje	ln95043-069-p2s6	13	content
svůj	svou	ln95043-069-p2s6	14	content
politika	politiku	ln95043-069-p2s6	15	content
,	,	ln95043-069-p2s6	16	content
""""	""""	ln95043-069-p2s6	17	content
konstatovat	konstatoval	ln95043-069-p2s6	18	cue
.	.	ln95043-069-p2s6	19	None
zdůraznit	Zdůraznil	ln95043-087-p7s2	1	cue
,	,	ln95043-087-p7s2	2	None
že	že	ln95043-087-p7s2	3	content
jeho	jeho	ln95043-087-p7s2	4	content
záměr	záměry	ln95043-087-p7s2	5	content
podpořit	podpořila	ln95043-087-p7s2	6	content
sobotní	sobotní	ln95043-087-p7s2	7	content
výkonný	výkonná	ln95043-087-p7s2	8	content
rada	rada	ln95043-087-p7s2	9	content
ODS	ODS	ln95043-087-p7s2	10	content
.	.	ln95043-087-p7s2	11	None
""""	""""	ln95044-011-p3s2	1	content
na	Na	ln95044-011-p3s2	2	content
základ	základě	ln95044-011-p3s2	3	content
ten	toho	ln95044-011-p3s2	4	content
,	,	ln95044-011-p3s2	5	content
co	co	ln95044-011-p3s2	6	content
mít	máme	ln95044-011-p3s2	7	content
,	,	ln95044-011-p3s2	8	content
se	se	ln95044-011-p3s2	9	content
dát	nedalo	ln95044-011-p3s2	10	content
rozhodnout	rozhodnout	ln95044-011-p3s2	11	content
,	,	ln95044-011-p3s2	12	content
""""	""""	ln95044-011-p3s2	13	content
říci	řekl	ln95044-011-p3s2	14	cue
Souček	Souček	ln95044-011-p3s2	15	source
.	.	ln95044-011-p3s2	16	None
""""	""""	ln95044-017-p3s15	1	content
být	Je	ln95044-017-p3s15	2	content
k	k	ln95044-017-p3s15	3	content
zaplacení	nezaplacení	ln95044-017-p3s15	4	content
,	,	ln95044-017-p3s15	5	content
""""	""""	ln95044-017-p3s15	6	content
říci	řekl	ln95044-017-p3s15	7	cue
na	na	ln95044-017-p3s15	8	None
adresa	adresu	ln95044-017-p3s15	9	None
hráč	hráče	ln95044-017-p3s15	10	None
,	,	ln95044-017-p3s15	11	None
který	který	ln95044-017-p3s15	12	None
na	na	ln95044-017-p3s15	13	None
podzim	podzim	ln95044-017-p3s15	14	None
za	za	ln95044-017-p3s15	15	None
450	450	ln95044-017-p3s15	16	None
odehraný	odehraných	ln95044-017-p3s15	17	None
minuta	minut	ln95044-017-p3s15	18	None
vstřelit	vstřelil	ln95044-017-p3s15	19	None
deset	deset	ln95044-017-p3s15	20	None
branka	branek	ln95044-017-p3s15	21	None
.	.	ln95044-017-p3s15	22	None
přijít	Přišlo	ln95044-033-p3s18	1	None
hodně	hodně	ln95044-033-p3s18	2	None
Evropan	Evropanů	ln95044-033-p3s18	3	None
,	,	ln95044-033-p3s18	4	None
všechen	všechno	ln95044-033-p3s18	5	None
se	se	ln95044-033-p3s18	6	None
díky	díky	ln95044-033-p3s18	7	None
on	nim	ln95044-033-p3s18	8	None
zrychlit	zrychlilo	ln95044-033-p3s18	9	None
,	,	ln95044-033-p3s18	10	None
hráč	hráči	ln95044-033-p3s18	11	None
být	jsou	ln95044-033-p3s18	12	None
velký	větší	ln95044-033-p3s18	13	None
a	a	ln95044-033-p3s18	14	None
obránce	obránci	ln95044-033-p3s18	15	None
silný	silnější	ln95044-033-p3s18	16	None
